date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020/12/23,sh.603019,32.55,33.06,31.68,32.96,32.48,22274665,720295691.5,3,1.7107,1,1.4778,0
2020/12/24,sh.603019,32.74,33.33,32.34,32.35,32.96,14491091,476185933.4,3,1.1129,1,-1.8507,0
2020/12/25,sh.603019,32.07,32.44,31.94,32.19,32.35,10699012,344133662.1,3,0.8217,1,-0.4946,0
2020/12/28,sh.603019,31.89,32.08,31.59,31.61,32.19,14177471,449951025,3,1.0889,1,-1.8018,0
2020/12/29,sh.603019,31.56,33.2,31.54,32.77,31.61,25635877,838317600.3,3,1.9689,1,3.6697,0
2020/12/30,sh.603019,32.79,33.99,32.57,33.71,32.77,30540070,1022242021,3,2.3455,1,2.8685,0
2020/12/31,sh.603019,33.86,34.55,33.58,34.23,33.71,26352972,900267571.4,3,2.024,1,1.5426,0
2021/1/4,sh.603019,34.24,35.16,33.86,34.75,34.23,30541101,1062971965,3,2.3456,1,1.5191,0
2021/1/5,sh.603019,34.28,35.92,34.28,34.77,34.75,35760648,1258566377,3,2.7465,1,0.0576,0
2021/1/6,sh.603019,34.9,36,34.5,34.61,34.77,32480923,1144233124,3,2.4946,1,-0.4602,0
2021/1/7,sh.603019,34.28,34.6,33.33,33.93,34.61,31452270,1066754272,3,2.4156,1,-1.9648,0
2021/1/8,sh.603019,33.86,36.1,33.84,35.9,33.93,49274140,1749961357,3,3.7843,1,5.8061,0
2021/1/11,sh.603019,36,36.62,35.3,35.6,35.9,39527768,1422290739,3,3.0358,1,-0.8357,0
2021/1/12,sh.603019,35.6,35.87,34.8,35.8,35.6,27119776,957097960.9,3,2.0829,1,0.5618,0
2021/1/13,sh.603019,35.5,36.72,34.6,36.46,35.8,51846911,1842280263,3,3.9819,1,1.8436,0
2021/1/14,sh.603019,36.4,37.13,35.8,36.59,36.46,45040861,1647516620,3,3.4592,1,0.3566,0
2021/1/15,sh.603019,36.72,36.85,35.01,35.01,36.59,32765720,1169658180,3,2.5165,1,-4.3181,0
2021/1/18,sh.603019,34.97,36.17,34.7,36.15,35.01,28571067,1020132761,3,2.1943,1,3.2562,0
2021/1/19,sh.603019,36.04,36.48,35.18,35.23,36.15,28077273,1002363233,3,2.1564,1,-2.545,0
2021/1/20,sh.603019,35.27,35.41,34.76,35.04,35.23,15939939,558854941.3,3,1.2242,1,-0.5393,0
2021/1/21,sh.603019,35.13,35.8,34.89,35.41,35.04,20984268,742665551.9,3,1.6116,1,1.0559,0
2021/1/22,sh.603019,35.3,35.3,33.98,33.98,35.41,34803611,1194442773,3,2.673,1,-4.0384,0
